학습자료명,페이지 번호,키워드명,파일명,목차명,확장자명,출처명,홈페이지주소,작성일자,데이터기준일자,제공기관코드,제공기관명
심장을 닮은 지도,,심장을 닮은 지도;하트모양 지도;발트제뮐러 지도;세계기록유산;아피안의 세계지도;피네의 세계지도;메르카토르의 세계지도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아,,,,,https://www.edunet.net/contsMvGllry/view/152/1979801,,2025-04-21,B550629,한국교육학술정보원
그리는 방법에 따라 달라지는 지도의 모양,,지도 모양;원통 투영법;원뿔 투영법;평면 투영법;메르카토르 도법;세계지도;다양한 모양의 세계지도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 6,,,,,https://www.edunet.net/contsMvGllry/view/152/2009548,,2025-04-21,B550629,한국교육학술정보원
쌀과 밀 이야기,,쌀;밀;쌀 직불금 제도;밀 달력;중학교 사회 자원의 개발과 이용;고등학교 세계지리 경제활동의 세계화;고등학교 한국지리 생산과 소비활동의 변화,,,,,https://www.edunet.net/contsMvGllry/view/152/13035,,2025-04-21,B550629,한국교육학술정보원
세계인이 사랑하는 커피,,커피;모카;에디오피아;이슬람;십자군 전쟁;고종황제;아라비카;로부스타;리베리카;여러나라 커피 마시는 방법;여러 종류 커피;중학교 사회 자원의 개발과 이용;고등학교 세계지리 경제활동의,,,,,https://www.edunet.net/contsMvGllry/view/152/1980379,,2025-04-21,B550629,한국교육학술정보원
"식량 옥수수, 에너지 옥수수",,옥수수;마야의 신화;옥수수로 만들어진 사람;바이오 에너지;옥수수로 만든 음식;팝콘;타코;스콘;중학교 사회 자원의 개발과 이용;고등학교 세계지리 경제활동의 세계화;고등학교 한국지리 ,,,,,https://www.edunet.net/contsMvGllry/view/152/2004134,,2025-04-21,B550629,한국교육학술정보원
그린피스와 세계식량계획(WFP)의 활약,,세계식량계획;WFP;NGO;그린피스;환경;기아;중학교 2학년 사회;사회2;통일 한국과 세계 시민의 역할;세계식량계획;WFP;NGO;그린피스;환경;기아,,,,,https://www.edunet.net/contsMvGllry/view/152/2048841,,2025-04-21,B550629,한국교육학술정보원
지속 가능한 발전,,지속가능한 발전;오늘날의 지속가능한 발전;지속가능성;로마클럽의 성장의 한계;유엔환경개발회의;리우 선언;리우 선언의 기본 원칙;의제21이 담고 있는 4개 부문의 내용;중학교 사회 지,,,,,https://www.edunet.net/contsMvGllry/view/152/21457,,2025-04-21,B550629,한국교육학술정보원
기후변화협약,,기후변화협약;사라질 위기에 처한 섬나라;몰디브;말레;지구 온난화;세계 곳곳에서 나타나는 이상기후현상;기후변화협약;온실가스 배출량을 줄이기 위한 약속;기후변화에 관한 유엔 기본협약;,,,,,https://www.edunet.net/contsMvGllry/view/152/35355,,2025-04-21,B550629,한국교육학술정보원
오존층 파괴와 몬트리올 의정서,,오존층 파괴;몬트리올 의정서;프레온 가스;오존층 파괴 원인;오존층의 파괴 과정;오존층을 지키기 위한 노력;중학교 사회 지역에 따라 다른 환경 문제;환경 보전을 위한 다양한 노력;고,,,,,https://www.edunet.net/contsMvGllry/view/152/2014960,,2025-04-21,B550629,한국교육학술정보원
동아시아의 영역 갈등,,동아시아의 영역 갈등;갈등의 원인;자원;동아시아의 영토분쟁 지역;조어도;쿠릴열도;쿠릴열도 자원 분포;중학교 사회 자원의 개발과 이용;에너지 자원을 둘러싼 지역 갈등;고등학교 세계지,,,,,https://www.edunet.net/contsMvGllry/view/152/2026046,,2025-04-21,B550629,한국교육학술정보원
국가와 영역,,국가;영역;영토;영해;영공;저조선;직선기선;세계에서 가장 넓은 영토;세계에서 가장 작은 영토;해군;영해가 없는 나라;티티카카호;중학교 사회 세계 속의 우리나라;우리 국토의 이해;고,,,,,https://www.edunet.net/contsMvGllry/view/152/2026052,,2025-04-21,B550629,한국교육학술정보원
독도가 우리 땅인 이유,,"독도, 시마네 현 고시, 일본,",,,,,https://www.edunet.net/contsMvGllry/view/152/8164,,2025-04-21,B550629,한국교육학술정보원
독도를 둘러싼 갈등,,일본 역사 왜곡;독도의 중요성;국제 사회속 우리나라의 인식;리앙쿠르 암초;독도를 지키기 위한 노력;중학교 사회 세계 속의 우리나라 독도;고등학교 한국지리 국토의 이해,,,,,https://www.edunet.net/contsMvGllry/view/152/35381,,2025-04-21,B550629,한국교육학술정보원
독도의 역사,,"독도, 우산도, 안용복, 홍순칠, 수비대",,,,,https://www.edunet.net/contsMvGllry/view/152/57851,,2025-04-21,B550629,한국교육학술정보원
독도의 자연환경,,"독도, 자연환경, 강수량, 지형, 괭이갈매기",,,,,https://www.edunet.net/contsMvGllry/view/152/63556,,2025-04-21,B550629,한국교육학술정보원
독도의 자연,,독도의 자연;독도;독도의 형성;천연기념물;독도의 생태계;독도의 지하자원;중학교 사회 세계 속의 우리나라 독도;고등학교 한국지리 국토의 이해,,,,,https://www.edunet.net/contsMvGllry/view/152/79908,,2025-04-21,B550629,한국교육학술정보원
독도를 지킨 영웅들,,"독도, 홍순철, 의용수비대",,,,,https://www.edunet.net/contsMvGllry/view/152/82178,,2025-04-21,B550629,한국교육학술정보원
독도의 생태계,,"독도, 생태계, 해조류, 서식처, 해역",,,,,https://www.edunet.net/contsMvGllry/view/152/1979169,,2025-04-21,B550629,한국교육학술정보원
대표자와 유권자의 역할,,민주주의;선거;투표;대표자;유권자;후보;초등 4학년 1학기 사회; 사회 4학년 1학기;초4 사회;민주주의와 주민 자치;민주주의;선거;투표;대표자;유권자;후보,,,,,https://www.edunet.net/contsMvGllry/view/152/2048825,,2025-04-21,B550629,한국교육학술정보원
다국적 기업,,다국적 기업;동인도회사;다국적 기억의 긍정적 효과;다국적 기업의 문제점;중학교 사회 산업활동과 지역 변화;공업의 발달과 지역 변화;고등학교 세계지리 일찍 산업화된 국가들;미국과 캐,,,,,https://www.edunet.net/contsMvGllry/view/152/29385,,2025-04-21,B550629,한국교육학술정보원
공정무역,,공정무역;일반무역과 공정무역의 비교;초콜릿;축구공;어린이의 눈물;공정무역의 효과;중학교 사회 국제 경제와 세계화;세계화와 경제 협력;고등학교 세계지리 세계의 인문 환경,,,,,https://www.edunet.net/contsMvGllry/view/152/83084,,2025-04-21,B550629,한국교육학술정보원
농업의 세계화,,농업의 세계화;글로벌 농업의 문제점;인도네시아의 위기;인도네시아의 위치;중학교 사회 산업활동과 지역 변화;농업과 광업 지역의 변화;고등학교 세계지리 세계의 인문환경,,,,,https://www.edunet.net/contsMvGllry/view/152/100896,,2025-04-21,B550629,한국교육학술정보원
브랜드 메이킹,,브랜드 메이킹;도시와 브랜드;세계적인 도시 브랜드;중학교 사회 산업활동과 지역 변화;서비스업의 발달과 지역 변화;고등학교 한국지리 생활권 형성 기능;서비스 산업;고등학교 한국지리 ,,,,,https://www.edunet.net/contsMvGllry/view/152/1968231,,2025-04-21,B550629,한국교육학술정보원
장소마케팅,,장소마케팅;장소 마케팅 방법;세계적으로 유명한 장소 마케팅;중학교 사회 산업활동과 지역 변화;서비스업의 발달과 지역 변화;고등학교 한국지리 생활권 형성 기능;서비스 산업;고등학교 ,,,,,https://www.edunet.net/contsMvGllry/view/152/1977528,,2025-04-21,B550629,한국교육학술정보원
세계의 생태 도시,,세계의 생태 도시;생태도시;신재생에너지;중학교 사회 지역에 따라 다른 환경 문제;환경 문제에 대한 대책;고등학교 한국지리 생활권의 형성과 변화;도시,,,,,https://www.edunet.net/contsMvGllry/view/152/1987609,,2025-04-21,B550629,한국교육학술정보원
사냥과 채집을 위한 지도,,사냥과 채집을 위한 지도;글지와 종이 없이 만든 지도;스틱 차트;나무판 지도;구술 지도;노래나 이야기로 만들어 전해진 구술 지도;물개 가죽 지도;과거의 지도;초등학교 3학년 사회 ,,,,,https://www.edunet.net/contsMvGllry/view/152/26927,,2025-04-21,B550629,한국교육학술정보원
"지도, 왜 만들었을까",,지도;주변지역 안내도;지도를 만든 이유;약도;관광지도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 6학년 사회 세계 여러 지역의 자연과 문화;초,,,,,https://www.edunet.net/contsMvGllry/view/152/61734,,2025-04-21,B550629,한국교육학술정보원
사람들의 생각을 나타내는 심상지도,,심상지도;고대 바빌로니아 점토판 지도;TO지도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 6학년 사회 세계 여러 지역의 자연과 문화;초6 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/79482,,2025-04-21,B550629,한국교육학술정보원
미래의 대중교통수단,,대중교통수단;철도;우리나라 철도의 발달;제트 추진 열차;소형열차;PRT;초고속 튜브열차;튜트레인;초고속 자기부상열차;초등학교 3학년 사회 이동과 소통하기;초3 사회 이동과 소통하기,,,,,https://www.edunet.net/contsMvGllry/view/152/15940,,2025-04-21,B550629,한국교육학술정보원
미래의 친환경적 대중교통,,"미래의 교통수단, 자기 부상 열차, 스카이 트랜, 쉬입",,,,,https://www.edunet.net/contsMvGllry/view/152/23347,,2025-04-21,B550629,한국교육학술정보원
드론이 바꾸는 세상,,"드론;무인 항공기;항공 촬영;드론이 바꾸는 미래;초등학교 3학년 사회 이동과 소통하기;초3 사회 이동과 소통하기;초등학교 6학년 사회 정보화,세계화 그리고 우리;초6 사회 정보화,",,,,,https://www.edunet.net/contsMvGllry/view/152/40092,,2025-04-21,B550629,한국교육학술정보원
미래의 개인용 이동수단,,"미래 개인용 이동수단;세그웨이;솔로휠;제트팩;초등학교 3학년 사회 이동과 소통하기;초3 사회 이동과 소통하기;초등학교 6학년 사회 정보화,세계화 그리고 우리;초6 사회 정보화,세계",,,,,https://www.edunet.net/contsMvGllry/view/152/41887,,2025-04-21,B550629,한국교육학술정보원
지역을 재활용하다,,"지역 재활용;탄광촌;세계 문화유산;석탄 박물관;IBA 엠셔파크 프로젝트;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리지역, 다른 지역;초등학교 3학년 사회 지역사회의",,,,,https://www.edunet.net/contsMvGllry/view/152/40211,,2025-04-21,B550629,한국교육학술정보원
마을 재생 프로젝트3,,"주민참여, 도시 재개발, 마을 재생, 공공 미술, 기울어진 호, 돌산 마을, 문래 예술촌",,,,,https://www.edunet.net/contsMvGllry/view/152/52879,,2025-04-21,B550629,한국교육학술정보원
마을 재생 프로젝트1,,"주민참여, 도시 재개발, 마을 재생, 동피랑 벽화 마을, 이화 벽화 마을, 개미 마을",,,,,https://www.edunet.net/contsMvGllry/view/152/88604,,2025-04-21,B550629,한국교육학술정보원
건물을 재활용하다,,"건물 재활용;버려진 건물 이용;데이트 모던 미술관;새로운 모습으로 재활용된 건물;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리지역, 다른 지역;초등학교 3학년 사회 ",,,,,https://www.edunet.net/contsMvGllry/view/152/1970820,,2025-04-21,B550629,한국교육학술정보원
마을 재생 프로젝트2,,"주민참여, 도시 재개발, 마을 재생, 공공 미술, 감천 문화 마을",,,,,https://www.edunet.net/contsMvGllry/view/152/1981771,,2025-04-21,B550629,한국교육학술정보원
벽화 마을을 통해 본 지역의 발전,,"벽화 마을;개미마을;행궁동 벽화마을;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리지역, 다른 지역;초등학교 3학년 사회 지역사회의 발전;초3 사회 지역사회의 발전;초",,,,,https://www.edunet.net/contsMvGllry/view/152/1998062,,2025-04-21,B550629,한국교육학술정보원
마을을 되살리다,,"고토부키;마을 되살리기;고토랩;되살아난 마을;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리지역, 다른 지역;초등학교 3학년 사회 지역사회의 발전;초3 사회 지역사회의",,,,,https://www.edunet.net/contsMvGllry/view/152/2023671,,2025-04-21,B550629,한국교육학술정보원
대중 매체의 등장,,대중 매체;뉴 미디어;대중문화의 특징;대중 매체의 장단점;간접 광고;PPL;고등학교 사회 문화 인간과 문화 현상의 이해;문화의 속성과 일상생활,,,,,https://www.edunet.net/contsMvGllry/view/152/15002,,2025-04-21,B550629,한국교육학술정보원
문화가 담긴 세계의 음식,,"세계의 음식, 음식과 문화",,,,,https://www.edunet.net/contsMvGllry/view/152/27848,,2025-04-21,B550629,한국교육학술정보원
문화를 이해하는 태도,,자문화 중심주의;문화 사대주의;문화 상대주의;문화를 이해하는 관점;중학교 사회 문화의 이해와 창조;고등학교 사회문화 인간과 문화 현상의 이해;문화의 의미와 문화 현상의 이해,,,,,https://www.edunet.net/contsMvGllry/view/152/36662,,2025-04-21,B550629,한국교육학술정보원
수가 적으면 사회적 소수자일까,,"사회적 소수자, 다문화 사회",,,,,https://www.edunet.net/contsMvGllry/view/152/42636,,2025-04-21,B550629,한국교육학술정보원
온돌로 보는 문화의 특징,,온돌;온돌의 원리;온돌로 보는 문화의 특징;초등학교 3학년 사회 고장의 생활과 변화;초3 사회 고장의 생활과 변화;지혜를 담아 온 생활 도구;중학교 사회 문화의 이해와 창조;고등학,,,,,https://www.edunet.net/contsMvGllry/view/152/42806,,2025-04-21,B550629,한국교육학술정보원
도시의 빛과 그림자,,도시의 빛과 그림자;부자 동네;빗장도시;요새;가난한 동네;빈민촌;달동네;슬럼;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도시의 발달과 주민 생활;초등학교 6학년 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/31395,,2025-04-21,B550629,한국교육학술정보원
꿈의 생태도시 - 브라질 쿠리치바,,생태도시;브라질 쿠리치바;희망의 도시;버스 중심 교통 시스템;굴절형 버스;원통형 버스 승강장;바리귀 공원;사웅 로렌소 공원;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/45521,,2025-04-21,B550629,한국교육학술정보원
유럽의 도시는 어떻게 발달하였을까,,"도시, 삶터, 고대 도시, 중세의 도시, 근대의 도시",,,,,https://www.edunet.net/contsMvGllry/view/152/83913,,2025-04-21,B550629,한국교육학술정보원
슬로시티,,슬로시티;Slow City;오르비에토;오르비에토 위치;슬로시티 국제 연맹 로고의 뜻;슬로시티 선언;우리나라 슬로시티;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도시의,,,,,https://www.edunet.net/contsMvGllry/view/152/88241,,2025-04-21,B550629,한국교육학술정보원
버스가 왜 중앙 차로로 달리죠,,"버스 전용 차로제, 교통 수단",,,,,https://www.edunet.net/contsMvGllry/view/152/2002240,,2025-04-21,B550629,한국교육학술정보원
도시,,도시;도읍;시장;산업의 발달과 도시 발달;도시의 역할;중심 역할에 따라 구분되는 도시;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도시의 발달과 주민 생활;초등학교 3,,,,,https://www.edunet.net/contsMvGllry/view/152/63917,,2025-04-21,B550629,한국교육학술정보원
촌락,,촌락;촌락의 의미;촌락 사람들의 생활 모습;전통 문화를 간직하고 있는 촌락;정주 공간;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도시의 발달과 주민 생활;초등학교 3,,,,,https://www.edunet.net/contsMvGllry/view/152/70816,,2025-04-21,B550629,한국교육학술정보원
촌락과 도시의 구별,,촌락과 도시;촌락과 도시의 구별;촌락과 도시를 구분하는 기준;여러 국가의 도시 설정 기준;촌락과 도시의 상호 의존 관계;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도,,,,,https://www.edunet.net/contsMvGllry/view/152/1982246,,2025-04-21,B550629,한국교육학술정보원
KTX 지방 도시를 달린다,,"KTX, 고속철도, 도시의 발달",,,,,https://www.edunet.net/contsMvGllry/view/152/19829,,2025-04-21,B550629,한국교육학술정보원
신도시,,신도시;전원도시 운동;수원 화성;목적에 따라 개발된 신도시;건설 목적에 따른 신도시 구분;신도시에서 나타나는 문제점;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도시의,,,,,https://www.edunet.net/contsMvGllry/view/152/26266,,2025-04-21,B550629,한국교육학술정보원
도시 문제,,도시 문제;도시문제가 발생하는 원인;도시 문제의 종류;교통 체증;환경문제;도시 문제를 해결하기 위한 노력;초등학교 3학년 사회 도시의 발달과 주민 생활;초3 사회 도시의 발달과 주,,,,,https://www.edunet.net/contsMvGllry/view/152/2009241,,2025-04-21,B550629,한국교육학술정보원
우리나라 도시의 발달,,우리나라 도시의 발달;시대에 따른 도시 발달의 조건;행정 중심지에 발달한 도시;상업 중심지에 발달한 도시;교통 중심지에 발달한 도시;공업 중심지에 발달한 도시;초등학교 3학년 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/2023966,,2025-04-21,B550629,한국교육학술정보원
"촌락의 생활 - 농촌, 어촌, 산촌",,촌락의 생활;농촌;어촌;산촌;촌락의 위치에 따른 분류;촌락의 기능에 따른 분류;반농 반어촌;산지촌;평야 지역 농업;산지 지역 농업;계단식 경작;고랭지 농업;코르디레라스;초등학교 3,,,,,https://www.edunet.net/contsMvGllry/view/152/74404,,2025-04-21,B550629,한국교육학술정보원
촌락에서 배우는 우리 조상들의 지혜,,촌락에서 배우는 우리 조상들의 지혜;닭실 마을;달실 마을;원터 마을;초등학교 3학년 사회 촌락의 형성과 변화;초3 사회 촌락의 형성과 변화;초등학교 6학년 사회 우리국토의 모습과 ,,,,,https://www.edunet.net/contsMvGllry/view/152/80686,,2025-04-21,B550629,한국교육학술정보원
촌락의 입지,,촌락의 입지;촌락;배산임수;물과 촌락의 입지;물과 촌락;제주도 용천대의 위치;교통과 촌락의 입지;역원 촌락;나루터 촌락;외적의 방어와 촌락의 입지;조선 시대 촌락의 입지;택리지로 ,,,,,https://www.edunet.net/contsMvGllry/view/152/2000018,,2025-04-21,B550629,한국교육학술정보원
촌락의 형태,,촌락의 형태;가옥의 밀집 정도에 따른 촌락의 형태;평면 형태에 따른 촌락의 형태;괴촌;가촌;환촌;촌락의 가옥 형태;초가집;너와집;겹집과 홑집의 구조;지역적 특색에 따른 전통 가옥;,,,,,https://www.edunet.net/contsMvGllry/view/152/2009820,,2025-04-21,B550629,한국교육학술정보원
우리나라는 식량 수입국,,식량 자원;식량 자원의 위기;우리나라 곡물 자급률;곡물 자급률;애그플레이션;애그플레이션과 물가;식량 위기의 원인;애그플레이션의 원인;종자와 농업의 관계;종자전쟁;초등학교 3학년 사,,,,,https://www.edunet.net/contsMvGllry/view/152/13865,,2025-04-21,B550629,한국교육학술정보원
로컬푸드와 푸드마일,,로컬푸드;푸드마일;신토불이;로컬푸드 운동;로컬푸드의 체계;푸드마일의 비교;초등학교 3학년 사회 촌락의 형성과 변화;초3 사회 촌락의 형성과 변화;초등학교 6학년 사회 우리국토의 모,,,,,https://www.edunet.net/contsMvGllry/view/152/13908,,2025-04-21,B550629,한국교육학술정보원
4차 산업 혁명과 촌락 변화1,,"4차 산업, 4차 산업 혁명, 4차 혁명 기술, 농부 로봇, 농업용 인공위성, 농약 살포용 드론, 식물 공장",,,,,https://www.edunet.net/contsMvGllry/view/152/58219,,2025-04-21,B550629,한국교육학술정보원
농업의 6차 산업화,,농업의 6차 산업화;산업의 새로운 분류;6차 산업의 이해;농어촌 체험 마을;초등학교 3학년 사회 촌락의 형성과 변화;초3 사회 촌락의 형성과 변화;초등학교 6학년 사회 우리국토의 ,,,,,https://www.edunet.net/contsMvGllry/view/152/58252,,2025-04-21,B550629,한국교육학술정보원
4차 산업 혁명과 촌락 변화 2,,"4차 산업, 4차 산업 혁명, 4차 혁명 기술, 미래 농업",,,,,https://www.edunet.net/contsMvGllry/view/152/84875,,2025-04-21,B550629,한국교육학술정보원
귀농과 귀촌,,귀농;귀촌;인구 U턴현상;귀농과 귀촌의 이유;귀농과 귀촌의 인구 수;지역별 귀농 가구 현황;초등학교 3학년 사회 촌락의 형성과 변화;초3 사회 촌락의 형성과 변화;초등학교 6학년 ,,,,,https://www.edunet.net/contsMvGllry/view/152/87779,,2025-04-21,B550629,한국교육학술정보원
4차 산업 혁명과 촌락 변화 3,,"4차 산업, 4차 산업 혁명, 4차 혁명 기술, 미래 농업, 이스라엘 농업, 점적 관수 기술",,,,,https://www.edunet.net/contsMvGllry/view/152/2026378,,2025-04-21,B550629,한국교육학술정보원
선거,,선거;직접민주제;대의민주제;선거의 변천;보통선거;여성의 참정권 운동;초등학교 3학년 사회 민주주의와 주민 자치;초3 사회 민주주의와 주민 자치;초등학교 6학년 사회 우리나라의 민주,,,,,https://www.edunet.net/contsMvGllry/view/152/30355,,2025-04-21,B550629,한국교육학술정보원
선거 로고송,,선거 로고송;로고송에 사용되는 음악;트로트;초등학교 3학년 사회 민주주의와 주민 자치;초3 사회 민주주의와 주민 자치;초등학교 6학년 사회 우리나라의 민주 정치;초6 사회 우리나라,,,,,https://www.edunet.net/contsMvGllry/view/152/67788,,2025-04-21,B550629,한국교육학술정보원
선거 상식,,선거 상식;의무투표제;강제 투표;의무투표제 국가 투표율;자율투표제 국가의 투표율;기표도구;기표 표시의 의미;중앙선거관리위원회;선거일이 수요일인 이유;초등학교 3학년 사회 민주주의와,,,,,https://www.edunet.net/contsMvGllry/view/152/1997178,,2025-04-21,B550629,한국교육학술정보원
투영법이 하는 거짓말,,투영법;메르카토르 도법;메르카토르 도법 단점;페터스 도법;페터스 도법의 단점;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 6학년 사회 세계 여러,,,,,https://www.edunet.net/contsMvGllry/view/152/11217,,2025-04-21,B550629,한국교육학술정보원
이상한 지하철 노선도,,지하철 노선도;실제 지도와 다른 지하철 노선도;지하철 노선도에서 위치와 실제 위치;지하철 노선도는 어떻게 만들어진 것;지하철 노선도의 발전;인터넷 지하철 노선도;초등학교 3학년 사,,,,,https://www.edunet.net/contsMvGllry/view/152/1972339,,2025-04-21,B550629,한국교육학술정보원
축척이 하는 거짓말,,축척;축척을 표현하는 다양한 방법;소축척지도;대축척지도;축척에 따른 지도의 정보 내용과 양;축척에 따른 지도 모습;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가,,,,,https://www.edunet.net/contsMvGllry/view/152/1976680,,2025-04-21,B550629,한국교육학술정보원
도로명 주소,,도로명 주소;도로명 주소 체계;도로명 주소의 변경;도로명 주소의 규칙;건물 번호 부여의 예;용도에 따른 도로명 주소 푯말;중학교 사회 내가 사는 세계;고등학교 세계지리 세계화와 지,,,,,https://www.edunet.net/contsMvGllry/view/152/40123,,2025-04-21,B550629,한국교육학술정보원
위치란 무엇인가,,위치;우리나라 지리적 위치;우리나라 수리적 위치;위선과 경선;중학교 사회 내가 사는 세계;고등학교 세계지리 세계화와 지역 이해,,,,,https://www.edunet.net/contsMvGllry/view/152/100794,,2025-04-21,B550629,한국교육학술정보원
전국 일주에 필요한 지도 읽기,,지도 읽기;지도상의 두 지점 사이의 실제 거리;축척의 계산;소축척지도;대축척지도;4방위와 8방위 방위표;등고선;등고선의 평면도와 단면도;중학교 사회 내가 사는 세계;고등학교 세계지,,,,,https://www.edunet.net/contsMvGllry/view/152/1977010,,2025-04-21,B550629,한국교육학술정보원
랜드마크,,랜드마크;랜드마크를 활용한 우리 동네 지도;신세계 7대 불가사의;마추픽추;만리장성;콜로세움;타지마할;예수상;중학교 사회 내가 사는 세계;고등학교 세계지리 세계화와 지역 이해;고등학,,,,,https://www.edunet.net/contsMvGllry/view/152/2027015,,2025-04-21,B550629,한국교육학술정보원
지중해성 기후와 주민 생활,,지중해성 기후;지중해성 기후의 특징;아열대고기압의 영향;편서풍;시에스타;중학교 사회 인간 거주 조건으로서의 자연 환경;자연으로 떠나는 여행;고등학교 세계지리 세계의 다양한 자연 환,,,,,https://www.edunet.net/contsMvGllry/view/152/41812,,2025-04-21,B550629,한국교육학술정보원
유럽의 축제,,유럽의 축제;스웨덴의 하지축제;독일의 옥토버페스트;라 토마티나;스페인 토마토 축제;산 페르민 축제;중학교 사회 인간 거주 조건으로서의 자연 환경;문화의 이해화 창조;고등학교 세계지,,,,,https://www.edunet.net/contsMvGllry/view/152/60541,,2025-04-21,B550629,한국교육학술정보원
서안해양성 기후와 주민 생활,,서안해양성 기후;서안해양성 기후의 특징;북대서양 난류와 편서풍의 영향;열평형;세계의 해류;대기의 대순한;서안해양성 기후로 인한 주민 생활;중학교 사회 인간 거주 조건으로서의 자연 ,,,,,https://www.edunet.net/contsMvGllry/view/152/90460,,2025-04-21,B550629,한국교육학술정보원
한대 기후,,"한대 기후;빙설기후;툰드라기후;ET;EF;타이타닉;중학교 1학년 사회 극한 지역에서의 생활, 자연으로 떠나는 여행;고등학교 한국지리 기후 환경의 변화;고등학교 세계지리 세계의 다양",,,,,https://www.edunet.net/contsMvGllry/view/152/33626,,2025-04-21,B550629,한국교육학술정보원
기후,,"기후;기상;일기;쾨펜;쾨펜의 기후 구분;쾨펜의 기후 구분 1차 구분;쾨펜의 기후 구분 2차 구분;중학교 1학년 사회 극한 지역에서의 생활, 자연으로 떠나는 여행;고등학교 한국지리 ",,,,,https://www.edunet.net/contsMvGllry/view/152/63241,,2025-04-21,B550629,한국교육학술정보원
건조 기후,,건조 기후;스텝기후;사막;사막 형성 원인;사막 부폰;비가 오는 원리;사막 지형의 특징;사막포도;삼릉석;벤티팩트;버섯바위;샐테이션;사구;바르한;에르그;황사구;성사구;중학교 1학년 사,,,,,https://www.edunet.net/contsMvGllry/view/152/2027958,,2025-04-21,B550629,한국교육학술정보원
제주의 화산,,제주의 화산;한라산;산방산;한라산의 생성;산방산에 대한 전설;중학교 사회 자연으로 떠나는 여행;고등학교 한국지리 지형 환경과 생태계;고등학교 세계지리 세계의 다양한 자연환경,,,,,https://www.edunet.net/contsMvGllry/view/152/64607,,2025-04-21,B550629,한국교육학술정보원
"제주의 기생화산, 오름",,기생화산;오름;제주도의 오름;다랑쉬 오름;성산 일출봉;산굼부리;화산쇄설물;중학교 사회 자연으로 떠나는 여행;고등학교 한국지리 지형 환경과 생태계;고등학교 세계지리 세계의 다양한 자,,,,,https://www.edunet.net/contsMvGllry/view/152/71144,,2025-04-21,B550629,한국교육학술정보원
용암이 만든 지형,,용암이 만든 지형;용암이 만든 동굴;용암동굴 형성과정;석회동굴;주상절리;주상절리 형성;중학교 사회 자연으로 떠나는 여행;고등학교 한국지리 지형 환경과 생태계;고등학교 세계지리 세계,,,,,https://www.edunet.net/contsMvGllry/view/152/1994599,,2025-04-21,B550629,한국교육학술정보원
강수,,강수;홍수;대류성 강수;소나기;스콜;지형성 강우;다우지;높새바람;전선성 강수;장마;저기압성 강수;태풍;중학교 사회 자연재해와 인간 생활;고등학교 한국지리 기후환경의 변화;고등학교 ,,,,,https://www.edunet.net/contsMvGllry/view/152/43480,,2025-04-21,B550629,한국교육학술정보원
물 부족,,물 부족;세계의 수자원 현황;물 부족국가;사막화;아랄 해;차칸노르 호수;차드 호;중학교 사회 자연재해와 인간 생활;고등학교 한국지리 기후환경의 변화;고등학교 세계지리 갈등과 공존의,,,,,https://www.edunet.net/contsMvGllry/view/152/73049,,2025-04-21,B550629,한국교육학술정보원
태풍,,태풍;전향력;허리케인;사이클론;윌리윌리;태풍 발생지역;태풍의 이름;태풍의 오른쪽;가항반원;위험반원;착한 태풍;중학교 사회 자연재해와 인간 생활;고등학교 한국지리 기후환경의 변화;고,,,,,https://www.edunet.net/contsMvGllry/view/152/2028095,,2025-04-21,B550629,한국교육학술정보원
인구 절벽,,"인구 절벽, 인구 문제, 인구 변화",,,,,https://www.edunet.net/contsMvGllry/view/152/39540,,2025-04-21,B550629,한국교육학술정보원
저출산 고령화가 우리 삶에 어떤 영향을 줄까,,"인구, 저출산, 고령화, 통계, 부양",,,,,https://www.edunet.net/contsMvGllry/view/152/58674,,2025-04-21,B550629,한국교육학술정보원
