학습자료명,페이지 번호,키워드명,파일명,목차명,확장자명,출처명,홈페이지주소,작성일자,데이터기준일자,제공기관코드,제공기관명
"우리의 음악 유산, 강강술래",,"강강술래, 강강수월래, 민속놀이, 중요무형문화재, 전통 놀이",,,,,https://www.edunet.net/contsMvGllry/view/152/2001790,,2025-04-21,B550629,한국교육학술정보원
우리의 소리를 찾아서 - 아리랑,,"아리랑, 경기 아리랑, 정선 아리랑, 밀양 아리랑, 진도 아리랑,  세계 문화유산",,,,,https://www.edunet.net/contsMvGllry/view/152/2078908,,2025-04-21,B550629,한국교육학술정보원
사물놀이,,"사물놀이, 풍물 놀이, 김덕수, 가락, 난타",,,,,https://www.edunet.net/contsMvGllry/view/152/2078909,,2025-04-21,B550629,한국교육학술정보원
지역별 탈놀이,,"탈놀이, 서민문화, 탈춤, 지역별",,,,,https://www.edunet.net/contsMvGllry/view/152/2078910,,2025-04-21,B550629,한국교육학술정보원
랩과 힙합의 세계,,"랩, 힙합, 디제잉, 그래피티, 브레이크 댄스",,,,,https://www.edunet.net/contsMvGllry/view/152/2078911,,2025-04-21,B550629,한국교육학술정보원
광고 음악,,"광고 음악, 소닉 브랜딩, 징글, BGM, 배경음악, 로고사운드",,,,,https://www.edunet.net/contsMvGllry/view/152/23350,,2025-04-21,B550629,한국교육학술정보원
버스킹,,"버스킹, 버스커, 거리 공연, 가수, 문화",,,,,https://www.edunet.net/contsMvGllry/view/152/57187,,2025-04-21,B550629,한국교육학술정보원
케이팝,,"케이팝, K-pop, 아이돌, 빌보드, 연예인, 가수",,,,,https://www.edunet.net/contsMvGllry/view/152/2012730,,2025-04-21,B550629,한국교육학술정보원
뮤지컬 이야기,,"뮤지컬, 오페라, 뮤지컬의 특성, 뮤지컬의 구성요소",,,,,https://www.edunet.net/contsMvGllry/view/152/2078912,,2025-04-21,B550629,한국교육학술정보원
음악의 미래 - 인공지능,,"인공지능, 4차 산업,  음악의 미래",,,,,https://www.edunet.net/contsMvGllry/view/152/2078927,,2025-04-21,B550629,한국교육학술정보원
다양한 음악인들의 세계(1),,"음악인, 음악과 관련된 직업, 음악관련 직업",,,,,https://www.edunet.net/contsMvGllry/view/152/2078928,,2025-04-21,B550629,한국교육학술정보원
다양한 음악인들의 세계(2),,"음악인, 음악과 관련된 직업, 음악관련 직업",,,,,https://www.edunet.net/contsMvGllry/view/152/2078929,,2025-04-21,B550629,한국교육학술정보원
크롬 뮤직랩 송 메이커를 활용한 작곡 놀이,,"작곡, 작곡 놀이, 리듬 창작, 가락 창작, 크롬 뮤직랩, 송 메이커, 멜로디 메이커",,,,,https://www.edunet.net/contsMvGllry/view/152/79786,,2025-04-21,B550629,한국교육학술정보원
정간보를 활용한 리듬 말놀이,,"리듬, 정간보, 리듬놀이, 전통 음악, 악보",,,,,https://www.edunet.net/contsMvGllry/view/152/87689,,2025-04-21,B550629,한국교육학술정보원
스마트폰과 음악교육,,"스마트폰, 앱, 가상 악기, 작곡, 음악 교육",,,,,https://www.edunet.net/contsMvGllry/view/152/1971444,,2025-04-21,B550629,한국교육학술정보원
컵으로 연주하는 난타,,"컵타, 난타, 리듬, 연주하기, 타악기, 실습",,,,,https://www.edunet.net/contsMvGllry/view/152/2005495,,2025-04-21,B550629,한국교육학술정보원
몸타,,"몸타, 스텀프, 스텝핑, 검부츠, 연주하기",,,,,https://www.edunet.net/contsMvGllry/view/152/2012959,,2025-04-21,B550629,한국교육학술정보원
노래가 있는 전래놀이 이야기,,"전래놀이, 고무줄 놀이, 흙집짓기, 손뼉치기, 전래동요",,,,,https://www.edunet.net/contsMvGllry/view/152/2078913,,2025-04-21,B550629,한국교육학술정보원
서양 음악의 형식,,"서양 음악, 성악곡, 기악곡, 형식, 동기, 마디, 악절",,,,,https://www.edunet.net/contsMvGllry/view/152/35674,,2025-04-21,B550629,한국교육학술정보원
여러 가지 박자와 리듬꼴,,"박, 박자, 일정박, 박자표, 리듬, 셈여림",,,,,https://www.edunet.net/contsMvGllry/view/152/62404,,2025-04-21,B550629,한국교육학술정보원
피타고라스 음계,,"음악사, 음계, 게이름, 화음, 피타고라스, 귀도 다레초",,,,,https://www.edunet.net/contsMvGllry/view/152/1977728,,2025-04-21,B550629,한국교육학술정보원
우리 음악의 형식,,"우리나라 음악, 형식, 국악, 성악곡, 기악곡",,,,,https://www.edunet.net/contsMvGllry/view/152/2003821,,2025-04-21,B550629,한국교육학술정보원
음표의 종류와 길이,,"음표, 음표의 종류, 음표의 길이, 셋잇단음표, 마디",,,,,https://www.edunet.net/contsMvGllry/view/152/2022423,,2025-04-21,B550629,한국교육학술정보원
반복 구조의 아름다움,,"반복 구조, 형식, 후크송, 루프 기법, 론도",,,,,https://www.edunet.net/contsMvGllry/view/152/2078914,,2025-04-21,B550629,한국교육학술정보원
오페라 속 이야기(1) - 사랑의 묘약,,"오페라 속 이야기, 사랑의 묘약, 도나체티, 남 몰래 흘리는 눈물, 파바로티",,,,,https://www.edunet.net/contsMvGllry/view/152/2078915,,2025-04-21,B550629,한국교육학술정보원
오페라 속 이야기(2) - 여성 아리아,,"오페라 속 이야기, 여성 아리아, 모차르트, 마술 피리, 밤의 여왕의 아리아",,,,,https://www.edunet.net/contsMvGllry/view/152/2078916,,2025-04-21,B550629,한국교육학술정보원
오페라 속 이야기(3) - 남성 아리아,,"오페라 속 이야기, 남성 아리아, 넬슨 도르마, 아무도 잠들지 못하고, 푸치니",,,,,https://www.edunet.net/contsMvGllry/view/152/2078917,,2025-04-21,B550629,한국교육학술정보원
"발레곡의 대가, 차이콥스키",,"차이콥스키, 백조의 호수, 호두까기 인형, 잠자는 숲 속의 공주, 발레 음악",,,,,https://www.edunet.net/contsMvGllry/view/152/2078918,,2025-04-21,B550629,한국교육학술정보원
악기 만들기,,"소리의 높낮이, 악기 만들기, 연주하기, 실습",,,,,https://www.edunet.net/contsMvGllry/view/152/38024,,2025-04-21,B550629,한국교육학술정보원
"음악의 재료, 소리",,"소리, 소리의 3요소, 진동, 진동수, 진폭, 음색",,,,,https://www.edunet.net/contsMvGllry/view/152/2000326,,2025-04-21,B550629,한국교육학술정보원
"부드럽게, 강하게, 우아하게",,"음악의 셈여림, 하이든, 소나타 형식, 교향곡 놀람",,,,,https://www.edunet.net/contsMvGllry/view/152/2078919,,2025-04-21,B550629,한국교육학술정보원
즐거운 리듬과 박자,,"리듬, 박자, 음표, 아름답고 푸른 도나우강",,,,,https://www.edunet.net/contsMvGllry/view/152/2078920,,2025-04-21,B550629,한국교육학술정보원
빠른 음악 느린 음악,,"빠르기표, 빠르기, 메트로놈, 림스키 코르사코프, 왕벌의 비행",,,,,https://www.edunet.net/contsMvGllry/view/152/2078921,,2025-04-21,B550629,한국교육학술정보원
아름다운 선율과 화성,,"음, 음정, 선율, 화성, 음자리표, 음이름, 계이름, 바흐, 화음",,,,,https://www.edunet.net/contsMvGllry/view/152/2078922,,2025-04-21,B550629,한국교육학술정보원
우리와 늘 함께하는 음악,,"생활 속 음악, 일상, 음악과 삶, 축제, 무언의 메시지",,,,,https://www.edunet.net/contsMvGllry/view/152/10375,,2025-04-21,B550629,한국교육학술정보원
"음악으로 희망을, ‘엘 시스테마’",,"엘시스테마, 베네수엘라, 오케스트라, 음악 교육, 비전, 꿈",,,,,https://www.edunet.net/contsMvGllry/view/152/50423,,2025-04-21,B550629,한국교육학술정보원
음악의 효과,,"음악의 효과, 음악 치료, 심리치료, 능률, 음악의 즐거움",,,,,https://www.edunet.net/contsMvGllry/view/152/1993867,,2025-04-21,B550629,한국교육학술정보원
꿈의 오케스트라,,"엘 시스테마, 오케스트라, 꿈의 오케스트라, 시스테마 고텐버그, SEYO, 음악 교육",,,,,https://www.edunet.net/contsMvGllry/view/152/1995358,,2025-04-21,B550629,한국교육학술정보원
세상에서 가장 아름다운 피리를 연주하다,,"피리 연주가, 최명화",,,,,https://www.edunet.net/contsMvGllry/view/152/2078923,,2025-04-21,B550629,한국교육학술정보원
애니메이션과 음악,,"음악과 애니메이션, 애니메이션 음악, BGM, 영화, 만화",,,,,https://www.edunet.net/contsMvGllry/view/152/64523,,2025-04-21,B550629,한국교육학술정보원
음악을 눈으로 보다,,"클래식, 음악, 애니메이션, 환타지아, 판타지아, 뒤가, 뒤카 마법사의 제자, 마법사와 도제, 차이코프스키, 호두까기 인형",,,,,https://www.edunet.net/contsMvGllry/view/152/2015453,,2025-04-21,B550629,한국교육학술정보원
"The Classic, 영화 같은 삶",,"영화 음악, 아마데우스, 불멸의 연인, 카핑베토벤",,,,,https://www.edunet.net/contsMvGllry/view/152/2078925,,2025-04-21,B550629,한국교육학술정보원
영화보다 빛나는 영화음악,,"영화 음악, 자라투스트는 이렇게 말했다, 현을 위한 아다지오, 스타워즈, 넬라 판타지아",,,,,https://www.edunet.net/contsMvGllry/view/152/2078926,,2025-04-21,B550629,한국교육학술정보원
우쿨렐레 - 하와이를 넘어 세계로,,"우쿨렐레, 민속 악기, 하와이, 마체테",,,,,https://www.edunet.net/contsMvGllry/view/152/2020071,,2025-04-21,B550629,한국교육학술정보원
음악의 아버지와 어머니 - 바흐와 헨델,,"바흐, 헨델, 음악의 아버지, 음악의 어머니, 바로크 시대",,,,,https://www.edunet.net/contsMvGllry/view/152/2078930,,2025-04-21,B550629,한국교육학술정보원
낭만주의 음악가들,,"낭만주의, 슈베르트, 베를리오즈, 무소르그스키, 표제음악",,,,,https://www.edunet.net/contsMvGllry/view/152/2078931,,2025-04-21,B550629,한국교육학술정보원
"피아노, 클래식 음악 역사의 중심에 서다",,"피아노, 바흐, 모차르트, 베토벤, 슈베르트, 벨라 바르톡",,,,,https://www.edunet.net/contsMvGllry/view/152/2078932,,2025-04-21,B550629,한국교육학술정보원
슈베르트 - 낭만주의의 시작,,"낭만주의, 슈베르트, 가곡의 왕, 엘렌의 세번째 노래",,,,,https://www.edunet.net/contsMvGllry/view/152/2078933,,2025-04-21,B550629,한국교육학술정보원
드보르작  - 낭만주의 속의 고전파,,"드보르작, 민족주의 음악가, 신세계에서, 아메리카",,,,,https://www.edunet.net/contsMvGllry/view/152/2078934,,2025-04-21,B550629,한국교육학술정보원
"낭만시대 피아노의 시인, ‘쇼팽’",,"클래식, 서양, 쇼팽, 낭만시대, 작곡가",,,,,https://www.edunet.net/contsMvGllry/view/152/39899,,2025-04-21,B550629,한국교육학술정보원
"피아노 비르투오소, ‘리스트’",,"비르투오소, 리스트, 서양 음악, 작곡가, 피아노",,,,,https://www.edunet.net/contsMvGllry/view/152/2004903,,2025-04-21,B550629,한국교육학술정보원
세기의 연주가 - 파가니니,,"파가니니, 악마의 바이올리니스트",,,,,https://www.edunet.net/contsMvGllry/view/152/2078935,,2025-04-21,B550629,한국교육학술정보원
세기의 연주가 - 스비아토슬라프 리히터,,"스비아토슬라프 리히터, 피아니스트",,,,,https://www.edunet.net/contsMvGllry/view/152/2078936,,2025-04-21,B550629,한국교육학술정보원
"엄지손가락 피아노, ‘칼림바’",,"칼림바, 아프리카, 민속악기, 엄지피아노, 체명악기",,,,,https://www.edunet.net/contsMvGllry/view/152/1422,,2025-04-21,B550629,한국교육학술정보원
리코더의 역사와 종류,,"리코더, 리코더의 역사, 리코더의 종류, 소프라노 리코더, 알토 리코더",,,,,https://www.edunet.net/contsMvGllry/view/152/26348,,2025-04-21,B550629,한국교육학술정보원
장구로 민요 장단을 연주해요,,"세마치장단, 굿거리장단, 자진모리장단, 장구, 전통 악기",,,,,https://www.edunet.net/contsMvGllry/view/152/68823,,2025-04-21,B550629,한국교육학술정보원
"쇠, 돌, 바가지, 흙, 가죽, 나무로 만든 악기",,"편종, 꽹과리, 나발, 편경, 특경, 생황, 훈, 부, 장구, 박",,,,,https://www.edunet.net/contsMvGllry/view/152/70108,,2025-04-21,B550629,한국교육학술정보원
자연을 닮은 악기 재료 8음,,"8음, 악기 재료, 국악, 전통 악기, 악학궤범",,,,,https://www.edunet.net/contsMvGllry/view/152/70688,,2025-04-21,B550629,한국교육학술정보원
"실, 대나무로 만든 악기",,"8음, 사부, 죽부, 가야금, 거문고, 해금, 아쟁, 피리, 대금, 소금, 단소",,,,,https://www.edunet.net/contsMvGllry/view/152/74704,,2025-04-21,B550629,한국교육학술정보원
리코더에 어떻게 숨을 불어 넣을까,,"리코더, 리코더의 구조, 리코더 텅잉, 리코더 운지법, 리코더 연주",,,,,https://www.edunet.net/contsMvGllry/view/152/1992521,,2025-04-21,B550629,한국교육학술정보원
현악기의 세계 - 바이올린,,"바이올린, 주요 선율",,,,,https://www.edunet.net/contsMvGllry/view/152/2078904,,2025-04-21,B550629,한국교육학술정보원
피아노의 세계에 여러분을 초대합니다현악기의 세계 - 바이올린,,"피아노, 악기의 제왕, 타현악기, 하프시코드",,,,,https://www.edunet.net/contsMvGllry/view/152/2078905,,2025-04-21,B550629,한국교육학술정보원
시와 노래와 피아노 반주의 일체 ‘예술가곡’,,"예술가곡, 시, 성악곡, 독창, 독일 음악, 19세기, 낭만주의",,,,,https://www.edunet.net/contsMvGllry/view/152/17836,,2025-04-21,B550629,한국교육학술정보원
서양 기악 음악의 연주 형태,,"기악, 기악곡, 서양 음악, 연주, 모차르트, 중주, 합주",,,,,https://www.edunet.net/contsMvGllry/view/152/77456,,2025-04-21,B550629,한국교육학술정보원
오토마타 장치 실험실,,"오토마타, 융합, 키네틱아트, 기계, 장난감",,,,,https://www.edunet.net/contsMvGllry/view/152/44218,,2025-04-21,B550629,한국교육학술정보원
모션 실험실,,"스톱모션 애니메이션, 컷 편집, 장노출, 영화, 모션 그래픽",,,,,https://www.edunet.net/contsMvGllry/view/152/1977235,,2025-04-21,B550629,한국교육학술정보원
빛과 카메라 옵스큐라,,"카메라 옵스큐라, 빛, 레오나르도 다빈치, 정약용",,,,,https://www.edunet.net/contsMvGllry/view/152/2078856,,2025-04-21,B550629,한국교육학술정보원
"물과 기름의 예술, 마블링",,"마블링, 에브루",,,,,https://www.edunet.net/contsMvGllry/view/152/2078857,,2025-04-21,B550629,한국교육학술정보원
명화야 놀자 모나리자의 변신,,"패러디, 오마주, 모나리자, 레오나르도 다빈치, 마르셀 뒤샹",,,,,https://www.edunet.net/contsMvGllry/view/152/1990224,,2025-04-21,B550629,한국교육학술정보원
반전과 평화의 상징 ’게르니카’,,"파블로 피카소, 게르니카, 청색시대, 입체파",,,,,https://www.edunet.net/contsMvGllry/view/152/2078858,,2025-04-21,B550629,한국교육학술정보원
미술 용어 속 이야기1 - 트롱프 뢰유,,"트롱프 뢰유, 정물화, 3D 스트리트 아트",,,,,https://www.edunet.net/contsMvGllry/view/152/2078867,,2025-04-21,B550629,한국교육학술정보원
미술 용어 속 이야기2 - 스탕달 신드롬,,"스탕달 신드롬, 비너스의 탄생, 다비드 상, 로스코",,,,,https://www.edunet.net/contsMvGllry/view/152/2078868,,2025-04-21,B550629,한국교육학술정보원
"폴 세잔, 사과로 세상을 지배하다",,"폴 세잔, 사과, 정물화",,,,,https://www.edunet.net/contsMvGllry/view/152/2078869,,2025-04-21,B550629,한국교육학술정보원
"상징적 색채의 시작, 폴 고갱",,"폴 고갱, 반 고흐, 상징주의, 종합주의",,,,,https://www.edunet.net/contsMvGllry/view/152/2078870,,2025-04-21,B550629,한국교육학술정보원
읽을까 볼까 타이포그래피,,"타이포그래피, 표현 방법, 조형 요소, 조형 원리, 서체 디자인, 글씨 디자인",,,,,https://www.edunet.net/contsMvGllry/view/152/12787,,2025-04-21,B550629,한국교육학술정보원
마술적인 사진 촬영,,"사진, 카메라, 촬영 기법, 착시사진, 다중노출, 연속 촬영",,,,,https://www.edunet.net/contsMvGllry/view/152/69644,,2025-04-21,B550629,한국교육학술정보원
바나나가 작품이라고,,"현대 미술, 개념 미술, 패러디, 설치 미술, 미켈란젤로 부오나로티, 마우리치오 카텔란",,,,,https://www.edunet.net/contsMvGllry/view/152/76468,,2025-04-21,B550629,한국교육학술정보원
데이터가 말을 한다고,,"정보 시각화, 인포그래픽, 표현 방법, 소재, 주제",,,,,https://www.edunet.net/contsMvGllry/view/152/82262,,2025-04-21,B550629,한국교육학술정보원
여러 가지 표현 기법,,"프로타주, 콜라주, 마블링, 배틱",,,,,https://www.edunet.net/contsMvGllry/view/152/82888,,2025-04-21,B550629,한국교육학술정보원
빛으로 그리는 그림,,"라이트 아트, 셔터 스피드, DSLR 카메라, 사진, 빛",,,,,https://www.edunet.net/contsMvGllry/view/152/1963477,,2025-04-21,B550629,한국교육학술정보원
"미술일까, 아닐까 AI 아트의 세계",,"AI 아트, 머신 아트, 로봇 아트, 제너레이티브 아트, 컴퓨터 아트, 알고리즘",,,,,https://www.edunet.net/contsMvGllry/view/152/1970465,,2025-04-21,B550629,한국교육학술정보원
"세상에서 가장 큰 미술, 대지미술",,"대지미술, 가장 큰 미술, 자연을 이용한",,,,,https://www.edunet.net/contsMvGllry/view/152/2078859,,2025-04-21,B550629,한국교육학술정보원
관객과 작품이 서로 소통하는 미술  인터렉티브 아트,,"인터렉티브 아트, 상호작용, 디지털 미디어, 관객, 소통",,,,,https://www.edunet.net/contsMvGllry/view/152/2078860,,2025-04-21,B550629,한국교육학술정보원
"음식으로 표현하는 예술, 푸드아트",,"푸드아트, 음식",,,,,https://www.edunet.net/contsMvGllry/view/152/2078861,,2025-04-21,B550629,한국교육학술정보원
미술작품 100배 즐기기,,"체험하는 미술, 설치 미술, 행위 예술",,,,,https://www.edunet.net/contsMvGllry/view/152/2078862,,2025-04-21,B550629,한국교육학술정보원
세계의 미술 축제,,"미술축제, 바젤 아트 페어, 베니스 비엔날레, 카셀 도큐멘타,뮌스터 조각 프로젝트",,,,,https://www.edunet.net/contsMvGllry/view/152/2078871,,2025-04-21,B550629,한국교육학술정보원
미술관 밖으로 나간 미술,,"현대미술, 상호작용, 전시 공간",,,,,https://www.edunet.net/contsMvGllry/view/152/2078872,,2025-04-21,B550629,한국교육학술정보원
현대조각,,"현대조각, 극사실주의 조각, 빛의 조각, 낯섦",,,,,https://www.edunet.net/contsMvGllry/view/152/2078873,,2025-04-21,B550629,한국교육학술정보원
몸,,"몸, 인간, 움직임, 세상, 현대미술",,,,,https://www.edunet.net/contsMvGllry/view/152/2078874,,2025-04-21,B550629,한국교육학술정보원
유니버설 디자인,,"모두를 위한 디자인, 유니버설 디자인, 일반성, 보편성, 소외 계층",,,,,https://www.edunet.net/contsMvGllry/view/152/2309,,2025-04-21,B550629,한국교육학술정보원
웰컴 투 방구석 미술관,,"구글 아트 앤 컬처, AR, VR, 가상미술관",,,,,https://www.edunet.net/contsMvGllry/view/152/20225,,2025-04-21,B550629,한국교육학술정보원
가치를 Up 업사이클링 디자인,,"업사이클링, 새활용, 재활용, 환경 보호, 리사이클링",,,,,https://www.edunet.net/contsMvGllry/view/152/22580,,2025-04-21,B550629,한국교육학술정보원
나도 마법 지도가 갖고 싶어요,,"장소감, 지도, 주제도, 표현 방법, 재료와 용구, 메이커, 메이커 교육, 융합인재교육, 미술 중심 융합인재교육",,,,,https://www.edunet.net/contsMvGllry/view/152/47226,,2025-04-21,B550629,한국교육학술정보원
재미있는 패키지 디자인,,"패키지 디자인, 포장 디자인, 상품, 상업 디자인, 시각 디자인",,,,,https://www.edunet.net/contsMvGllry/view/152/49131,,2025-04-21,B550629,한국교육학술정보원
우리들의 놀이터는 우리 손으로,,"입체 조형, 발상, 놀이터 디자인, 건축, 테오 반 데어부르크, 알도 반 아이크",,,,,https://www.edunet.net/contsMvGllry/view/152/93909,,2025-04-21,B550629,한국교육학술정보원
"상상력 뿜뿜 움직이는 그림, 애니메이션",,"애니메이션, 영상, 만화, 영화, 소마트로프, 페나키스토스코프, 조이트로프",,,,,https://www.edunet.net/contsMvGllry/view/152/1966794,,2025-04-21,B550629,한국교육학술정보원
그림을 공동구매한다고,,"그림 공동구매, 재테크, 경제, 경매, 투자, 아트테크",,,,,https://www.edunet.net/contsMvGllry/view/152/1983948,,2025-04-21,B550629,한국교육학술정보원
휴대폰 속 앱은 누가 디자인할까,,"UX 디자이너, UX, UI, GUI, 스마트폰",,,,,https://www.edunet.net/contsMvGllry/view/152/1989593,,2025-04-21,B550629,한국교육학술정보원
딱이야 내 마음을 더 잘 전달하는 그림,,"이모티콘, 이모티콘 디자이너, 스마트폰, SNS, 메신저, 아이콘, 감정 표현",,,,,https://www.edunet.net/contsMvGllry/view/152/1992572,,2025-04-21,B550629,한국교육학술정보원
공판화로 우리의 삶 풍요롭게 만들기,,"판화, 공판화, 스텐실, 실크스크린, 라떼아트, 실습",,,,,https://www.edunet.net/contsMvGllry/view/152/2004365,,2025-04-21,B550629,한국교육학술정보원
우리 가까이 있는 판화,,"볼록판화, 오목판화, 목판화, 화폐, 도장",,,,,https://www.edunet.net/contsMvGllry/view/152/2006126,,2025-04-21,B550629,한국교육학술정보원
우리 동네 공공 미술,,"공공 미술, 현대 미술, 설치 미술, 동상, 일상",,,,,https://www.edunet.net/contsMvGllry/view/152/2010071,,2025-04-21,B550629,한국교육학술정보원
상징 속에 숨겨진 메시지를 찾아서,,"상징, 메시지, 의미, 구스타프 클림트",,,,,https://www.edunet.net/contsMvGllry/view/152/2078863,,2025-04-21,B550629,한국교육학술정보원
미술과 관련된 여러 가지 직업들,,"미술 관련 직업, 공업 디자이너, 패션 디자이너, 공예가, 일러스트레이터, 웹툰작가",,,,,https://www.edunet.net/contsMvGllry/view/152/2078880,,2025-04-21,B550629,한국교육학술정보원
"그 해의 핫이슈 작품을 만나다, KIAF",,"KIAF, 아트페어, 미술시장, 미술관, 축제",,,,,https://www.edunet.net/contsMvGllry/view/152/101639,,2025-04-21,B550629,한국교육학술정보원
세계의 수중 미술관,,"수중 미술관, 환경, 제이슨 테일러",,,,,https://www.edunet.net/contsMvGllry/view/152/2078864,,2025-04-21,B550629,한국교육학술정보원
"자신의 전 재산으로 우리 문화재를 지키다, 간송 전형필",,"간송미술관, 전형필, 최초의 사립 미술관, 문화재, 역사",,,,,https://www.edunet.net/contsMvGllry/view/152/12313,,2025-04-21,B550629,한국교육학술정보원
바우하우스로 떠나는 미술 여행,,"바우하우스, 조형 요소, 조형 원리, 공감각, 산업 디자인",,,,,https://www.edunet.net/contsMvGllry/view/152/92135,,2025-04-21,B550629,한국교육학술정보원
과거를 사죄하는 일본인,,"이우치 이사오, 하치우마 다다스, 가네코 가즈시게, 국립중앙박물관, 박물관, 기증, 역사",,,,,https://www.edunet.net/contsMvGllry/view/152/2006046,,2025-04-21,B550629,한국교육학술정보원
궁궐 속 그림 이야기,,"경복궁, 해태, 일월오봉도, 단청",,,,,https://www.edunet.net/contsMvGllry/view/152/2078865,,2025-04-21,B550629,한국교육학술정보원
천재 예술가들의 향연,,"천재 예술가, 르네상스, 레오나르도 다 빈치, 미켈란젤로, 라파엘로",,,,,https://www.edunet.net/contsMvGllry/view/152/2078881,,2025-04-21,B550629,한국교육학술정보원
시간을 달리는 화가들1,,"시간을 달리는 화가들, 초현실주의, 벨라스케스",,,,,https://www.edunet.net/contsMvGllry/view/152/2078882,,2025-04-21,B550629,한국교육학술정보원
시간을 달리는 화가들2,,"시간을 달리는 화가들, 팝아트, 구스타프 클림트, 에곤 쉴레",,,,,https://www.edunet.net/contsMvGllry/view/152/2078883,,2025-04-21,B550629,한국교육학술정보원
역사를 담은 명화이야기,,"역사의 기록자, 명화, 역사화",,,,,https://www.edunet.net/contsMvGllry/view/152/2078884,,2025-04-21,B550629,한국교육학술정보원
"화성행행도, 정조대왕의 8일간의 축제",,"사도세자, 정조대왕, 수원화성, 화성행행도",,,,,https://www.edunet.net/contsMvGllry/view/152/2078885,,2025-04-21,B550629,한국교육학술정보원
프리다 칼로 - 절망에서 피어난 예술,,"프리다 칼로, 데이고 리베라, 자화상, 여성 화가",,,,,https://www.edunet.net/contsMvGllry/view/152/2078866,,2025-04-21,B550629,한국교육학술정보원
위로와 추모의 기념비,,"기념비, 베트남전 참전 용사 기념비, 추모",,,,,https://www.edunet.net/contsMvGllry/view/152/2078886,,2025-04-21,B550629,한국교육학술정보원
구조 실험실,,"해체주의, 기하 공간, 비유클리드 기하학, 정형, 비정형",,,,,https://www.edunet.net/contsMvGllry/view/152/99431,,2025-04-21,B550629,한국교육학술정보원
빛의 건축,,"빛의 건축, 카타콤, 안도 타다오, 르 코르뷔지에, 장 누벨",,,,,https://www.edunet.net/contsMvGllry/view/152/2078875,,2025-04-21,B550629,한국교육학술정보원
"건축의 마술사, 가우디",,"가우디, 자연에서 영감, 건축의 마법사, 성가족 성당",,,,,https://www.edunet.net/contsMvGllry/view/152/2078876,,2025-04-21,B550629,한국교육학술정보원
미래 학교 디자인,,"건축, 입체 조형, 디자인 씽킹, 미래 학교, 전략",,,,,https://www.edunet.net/contsMvGllry/view/152/32847,,2025-04-21,B550629,한국교육학술정보원
"비 오는 날 전하는 메시지, 레인 웍스(Rain Works)",,"날씨, 비, 레인 웍스, Rain Works, 특수 페인트, 페레그린 처치",,,,,https://www.edunet.net/contsMvGllry/view/152/83436,,2025-04-21,B550629,한국교육학술정보원
변화하는 디자인,,"디자인, 산업디자인, 제품디자인, 조형 요소와 원리",,,,,https://www.edunet.net/contsMvGllry/view/152/100010,,2025-04-21,B550629,한국교육학술정보원
디자인이 바꾼 풍경,,"넛지 효과, 넛지 디자인, 옐로우카펫, 사회 영향, 사회 변화",,,,,https://www.edunet.net/contsMvGllry/view/152/1980096,,2025-04-21,B550629,한국교육학술정보원
미래 교통수단 디자인,,"산업 디자인, 연상, 상상, 미래 교통수단, 교통 디자인",,,,,https://www.edunet.net/contsMvGllry/view/152/1985967,,2025-04-21,B550629,한국교육학술정보원
거리의 미술가 JR,,"JR, 사진작가, 포토트럭, 사진",,,,,https://www.edunet.net/contsMvGllry/view/152/2078877,,2025-04-21,B550629,한국교육학술정보원
뱅크시를 아시나요,,"뱅크시, 그래피티 아티스트, 익명, 스텐실 기법",,,,,https://www.edunet.net/contsMvGllry/view/152/2078878,,2025-04-21,B550629,한국교육학술정보원
지구를 살리는 착한 디자인,,"환경, 착한 디자인, 제로 디자인, 업사이클링 디자인,",,,,,https://www.edunet.net/contsMvGllry/view/152/2078879,,2025-04-21,B550629,한국교육학술정보원
뭣이 중헌디 동서양 초상화,,"전신사조, 동서양, 초상화, 동양 미술, 서양 미술, 묘사",,,,,https://www.edunet.net/contsMvGllry/view/152/1995222,,2025-04-21,B550629,한국교육학술정보원
동양 미술의 공간,,"동양 미술, 산수화, 전통 산수화",,,,,https://www.edunet.net/contsMvGllry/view/152/2078887,,2025-04-21,B550629,한국교육학술정보원
다양한 표구 방법,,"표구, 대련, 배첩장",,,,,https://www.edunet.net/contsMvGllry/view/152/2078888,,2025-04-21,B550629,한국교육학술정보원
"아름다운 쓸모, 전통 매듭",,"전통 매듭, 전통 공예",,,,,https://www.edunet.net/contsMvGllry/view/152/20160,,2025-04-21,B550629,한국교육학술정보원
"세계문화유산, 석굴암",,"세계문화유산, 유적, 석굴암, 석가여래불상, 전통, 역사",,,,,https://www.edunet.net/contsMvGllry/view/152/86197,,2025-04-21,B550629,한국교육학술정보원
해학이 담긴 그림,,"해학, 김홍도, 신윤복, 민화",,,,,https://www.edunet.net/contsMvGllry/view/152/2078889,,2025-04-21,B550629,한국교육학술정보원
지폐 속에 숨어있는 우리 그림,,"지폐, 신사임당",,,,,https://www.edunet.net/contsMvGllry/view/152/2078890,,2025-04-21,B550629,한국교육학술정보원
문인화의 백미 ’세한도’,,"세한도, 추사 김정희, 추사체",,,,,https://www.edunet.net/contsMvGllry/view/152/2078891,,2025-04-21,B550629,한국교육학술정보원
되찾아야 할 우리 문화재,,"우리 문화제, 해외 반출, 몽유도원도, 직지심체요절",,,,,https://www.edunet.net/contsMvGllry/view/152/2078892,,2025-04-21,B550629,한국교육학술정보원
